,Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Performance_Score,Remote_Work,Department,Region,Status_code,Remote_Work_code,Performance_Score_code,Department_Code,Tenure_Date
453,EMP1453,David,Miller,25.0,Active,2021-11-10,114252.73,Good,False,Sales,Florida,1,0,2,5,1393
454,EMP1454,Charlie,Jones,35.0,Inactive,2020-05-01,51533.9,Poor,True,DevOps,New York,0,1,0,2,1951
455,EMP1455,Charlie,Williams,25.0,Active,2022-02-04,99317.66,Poor,False,Sales,California,1,0,0,5,1307
456,EMP1456,Bob,Miller,35.0,Active,2020-11-18,101264.64,Average,False,HR,California,1,0,1,4,1750
457,EMP1457,Heidi,Garcia,35.0,Pending,2023-11-21,112272.02,Poor,False,Admin,Nevada,2,0,0,0,652
458,EMP1458,Frank,Williams,30.0,Active,2022-02-13,71477.63,Good,True,DevOps,Illinois,1,1,2,2,1298
459,EMP1459,Charlie,Williams,30.0,Pending,2023-03-19,77412.1,Poor,False,DevOps,Texas,2,0,0,2,899
460,EMP1460,Alice,Johnson,30.0,Pending,2021-03-28,94775.27,Average,False,Sales,California,2,0,1,5,1620
461,EMP1461,Heidi,Jones,30.0,Active,2021-05-02,74276.71,Excellent,True,HR,Nevada,1,1,3,4,1585
462,EMP1462,Bob,Miller,35.0,Inactive,2021-03-05,67467.86,Good,True,Finance,Texas,0,1,2,3,1643
463,EMP1463,Eva,Smith,25.0,Active,2022-03-01,80675.41,Excellent,False,DevOps,Texas,1,0,3,2,1282
464,EMP1464,Charlie,Brown,40.0,Inactive,2023-01-23,76274.33,Average,False,Finance,Florida,0,0,1,3,954
465,EMP1465,David,Davis,30.0,Active,2021-08-26,51405.46,Average,True,Finance,Texas,1,1,1,3,1469
466,EMP1466,Bob,Garcia,25.0,Inactive,2020-11-25,101238.96,Average,True,HR,New York,0,1,1,4,1743
467,EMP1467,Bob,Smith,35.0,Inactive,2023-12-13,52169.52,Excellent,False,Sales,Illinois,0,0,3,5,630
468,EMP1468,Charlie,Jones,34.0,Active,2020-07-26,73176.62,Excellent,False,Finance,New York,1,0,3,3,1865
469,EMP1469,Grace,Brown,32.0,Pending,2021-06-27,96241.85,Excellent,False,DevOps,Nevada,2,0,3,2,1529
470,EMP1470,Bob,Jones,25.0,Pending,2024-09-16,84366.38,Excellent,False,Finance,Illinois,2,0,3,3,352
471,EMP1471,Alice,Garcia,40.0,Pending,2023-07-04,92015.09,Average,True,Cloud Tech,California,2,1,1,1,792
472,EMP1472,Alice,Williams,30.0,Inactive,2020-06-16,83149.95,Average,False,Admin,Nevada,0,0,1,0,1905
473,EMP1473,Grace,Brown,40.0,Inactive,2020-07-05,94930.65,Good,False,Finance,Nevada,0,0,2,3,1886
474,EMP1474,Frank,Williams,40.0,Inactive,2020-04-01,68430.72,Good,True,HR,New York,0,1,2,4,1981
475,EMP1475,David,Garcia,35.0,Active,2024-03-20,98752.97,Excellent,False,Sales,Texas,1,0,3,5,532
476,EMP1476,Frank,Smith,36.0,Active,2023-02-07,54268.86,Poor,True,Finance,Illinois,1,1,0,3,939
477,EMP1477,Grace,Garcia,34.0,Pending,2024-12-10,66494.94,Poor,False,DevOps,Florida,2,0,0,2,267
478,EMP1478,Grace,Smith,25.0,Pending,2024-06-27,90003.98,Average,False,Sales,Illinois,2,0,1,5,433
479,EMP1479,Charlie,Brown,25.0,Active,2021-03-09,106592.25,Average,True,Finance,New York,1,1,1,3,1639
480,EMP1480,Grace,Brown,25.0,Active,2024-08-11,93905.83,Average,True,DevOps,Florida,1,1,1,2,388
481,EMP1481,Eva,Miller,35.0,Active,2022-03-05,88945.49,Good,False,DevOps,Texas,1,0,2,2,1278
482,EMP1482,Eva,Jones,29.0,Pending,2023-06-30,91130.33,Good,False,Finance,Texas,2,0,2,3,796
483,EMP1483,Bob,Miller,40.0,Pending,2023-04-19,90787.4,Average,False,Admin,New York,2,0,1,0,868
484,EMP1484,Bob,Jones,25.0,Inactive,2024-11-11,87494.34,Average,True,Sales,Texas,0,1,1,5,296
485,EMP1485,Grace,Miller,35.0,Inactive,2023-03-17,92627.35,Average,False,Finance,Nevada,0,0,1,3,901
486,EMP1486,Eva,Williams,40.0,Pending,2023-10-26,98556.29,Poor,True,Admin,Illinois,2,1,0,0,678
487,EMP1487,Frank,Brown,30.0,Inactive,2021-07-04,112792.2,Good,True,Cloud Tech,Nevada,0,1,2,1,1522
488,EMP1488,Eva,Smith,35.0,Pending,2023-11-03,56875.22,Poor,False,HR,Florida,2,0,0,4,670
489,EMP1489,Charlie,Jones,35.0,Inactive,2021-07-05,101015.96,Poor,True,DevOps,Florida,0,1,0,2,1521
490,EMP1490,Bob,Garcia,30.0,Inactive,2024-02-26,83912.22,Average,False,Finance,New York,0,0,1,3,555
491,EMP1491,Frank,Jones,25.0,Active,2021-09-29,99669.86,Average,False,Sales,New York,1,0,1,5,1435
492,EMP1492,Alice,Smith,30.0,Active,2021-05-25,52314.97,Excellent,False,Admin,New York,1,0,3,0,1562
493,EMP1493,Frank,Miller,30.0,Inactive,2022-10-31,77785.96,Excellent,False,HR,California,0,0,3,4,1038
494,EMP1494,Alice,Jones,30.0,Pending,2022-07-02,62430.86,Poor,False,HR,Florida,2,0,0,4,1159
495,EMP1495,Frank,Davis,35.0,Pending,2024-08-28,98219.54,Good,True,Admin,California,2,1,2,0,371
496,EMP1496,Grace,Williams,25.0,Active,2024-10-21,65494.58,Average,True,Admin,Illinois,1,1,1,0,317
497,EMP1497,David,Brown,35.0,Pending,2020-02-11,110524.1,Average,False,DevOps,Florida,2,0,1,2,2031
498,EMP1498,Alice,Smith,40.0,Active,2023-05-16,106060.54,Poor,False,Admin,Nevada,1,0,0,0,841
499,EMP1499,Eva,Brown,35.0,Inactive,2022-07-29,67639.91,Excellent,True,Finance,Florida,0,1,3,3,1132
500,EMP1500,Grace,Davis,34.0,Pending,2023-09-18,117653.98,Good,True,Cloud Tech,Texas,2,1,2,1,716
501,EMP1501,Eva,Jones,35.0,Inactive,2020-05-10,73539.86,Excellent,True,DevOps,Texas,0,1,3,2,1942
502,EMP1502,Frank,Jones,35.0,Pending,2023-08-27,70915.38,Excellent,True,HR,Nevada,2,1,3,4,738
503,EMP1503,David,Garcia,25.0,Pending,2021-10-16,97652.9,Excellent,False,Sales,Florida,2,0,3,5,1418
504,EMP1504,Heidi,Davis,35.0,Inactive,2022-03-06,101571.25,Excellent,False,HR,Florida,0,0,3,4,1277
505,EMP1505,David,Smith,35.0,Active,2023-11-06,87424.46,Average,True,DevOps,Nevada,1,1,1,2,667
506,EMP1506,Frank,Garcia,30.0,Pending,2024-11-30,89077.36,Average,False,HR,New York,2,0,1,4,277
507,EMP1507,Heidi,Williams,30.0,Pending,2024-07-13,89132.22,Excellent,True,DevOps,California,2,1,3,2,417
508,EMP1508,Frank,Garcia,25.0,Active,2024-03-04,111000.26,Good,False,Admin,California,1,0,2,0,548
509,EMP1509,Frank,Johnson,35.0,Inactive,2022-08-07,109584.97,Poor,True,HR,Illinois,0,1,0,4,1123
510,EMP1510,Bob,Smith,40.0,Active,2024-11-11,97648.84,Good,False,Admin,Illinois,1,0,2,0,296
511,EMP1511,Grace,Johnson,25.0,Active,2021-12-02,78643.43,Good,True,Admin,New York,1,1,2,0,1371
512,EMP1512,Heidi,Davis,30.0,Active,2024-05-14,55656.8,Good,True,HR,Nevada,1,1,2,4,477
513,EMP1513,Charlie,Miller,35.0,Active,2022-07-14,69146.95,Excellent,False,DevOps,Texas,1,0,3,2,1147
514,EMP1514,Charlie,Johnson,34.0,Active,2020-09-22,93013.58,Average,True,Admin,Florida,1,1,1,0,1807
515,EMP1515,Grace,Williams,40.0,Active,2020-03-18,87364.78,Good,False,Finance,Florida,1,0,2,3,1995
516,EMP1516,Alice,Garcia,35.0,Active,2023-10-17,50288.67,Excellent,False,Sales,New York,1,0,3,5,687
517,EMP1517,David,Miller,35.0,Active,2022-02-24,85233.55,Good,True,HR,New York,1,1,2,4,1287
518,EMP1518,Bob,Garcia,25.0,Inactive,2024-01-30,86420.19,Good,False,HR,California,0,0,2,4,582
519,EMP1519,Grace,Johnson,30.0,Inactive,2024-03-16,63189.82,Excellent,False,HR,Florida,0,0,3,4,536
520,EMP1520,Grace,Garcia,25.0,Pending,2020-09-25,64783.32,Average,False,Admin,New York,2,0,1,0,1804
521,EMP1521,Charlie,Davis,25.0,Pending,2024-06-10,52615.44,Average,False,HR,Nevada,2,0,1,4,450
522,EMP1522,Eva,Miller,36.0,Pending,2020-04-08,96337.89,Poor,False,Sales,Texas,2,0,0,5,1974
523,EMP1523,Alice,Davis,25.0,Inactive,2022-06-28,76617.76,Excellent,True,DevOps,Texas,0,1,3,2,1163
524,EMP1524,Heidi,Johnson,30.0,Pending,2023-07-14,50651.32,Poor,False,Admin,Nevada,2,0,0,0,782
525,EMP1525,Bob,Davis,33.0,Pending,2023-12-06,59601.45,Poor,False,HR,Illinois,2,0,0,4,637
526,EMP1526,Bob,Williams,31.0,Active,2021-08-01,57980.88,Poor,False,DevOps,Illinois,1,0,0,2,1494
527,EMP1527,David,Johnson,35.0,Pending,2021-02-17,75054.53,Average,False,Admin,California,2,0,1,0,1659
528,EMP1528,Charlie,Johnson,25.0,Active,2023-11-10,115318.7,Excellent,False,Sales,Florida,1,0,3,5,663
529,EMP1529,Alice,Johnson,25.0,Active,2024-09-06,90190.69,Poor,True,DevOps,Texas,1,1,0,2,362
530,EMP1530,Bob,Smith,34.0,Pending,2020-07-26,113334.56,Excellent,False,Cloud Tech,Nevada,2,0,3,1,1865
531,EMP1531,Heidi,Garcia,35.0,Active,2020-07-23,106922.49,Excellent,True,HR,Florida,1,1,3,4,1868
532,EMP1532,Eva,Smith,35.0,Inactive,2024-02-21,58113.07,Average,True,DevOps,California,0,1,1,2,560
533,EMP1533,Alice,Smith,25.0,Pending,2020-12-15,73006.26,Poor,True,Admin,Nevada,2,1,0,0,1723
534,EMP1534,Eva,Williams,25.0,Active,2020-08-21,78054.43,Poor,True,HR,California,1,1,0,4,1839
535,EMP1535,Eva,Miller,40.0,Inactive,2023-08-21,112028.67,Excellent,False,DevOps,Florida,0,0,3,2,744
536,EMP1536,Charlie,Garcia,25.0,Inactive,2023-04-24,83787.24,Good,True,Admin,Texas,0,1,2,0,863
537,EMP1537,Heidi,Davis,30.0,Inactive,2023-06-06,52017.14,Average,True,Sales,Florida,0,1,1,5,820
538,EMP1538,Charlie,Jones,40.0,Inactive,2022-06-21,53218.06,Average,False,Finance,Texas,0,0,1,3,1170
539,EMP1539,Frank,Johnson,25.0,Pending,2024-04-20,102053.67,Average,False,DevOps,Nevada,2,0,1,2,501
540,EMP1540,David,Davis,35.0,Pending,2023-12-05,93276.73,Average,False,Sales,Illinois,2,0,1,5,638
541,EMP1541,David,Johnson,40.0,Pending,2023-08-06,76941.36,Poor,True,HR,Nevada,2,1,0,4,759
542,EMP1542,Alice,Williams,25.0,Pending,2024-10-04,82850.23,Poor,False,DevOps,New York,2,0,0,2,334
543,EMP1543,Charlie,Johnson,25.0,Active,2021-11-08,117910.15,Good,False,Finance,California,1,0,2,3,1395
544,EMP1544,David,Smith,34.0,Inactive,2024-07-31,66450.0,Average,True,DevOps,Florida,0,1,1,2,399
545,EMP1545,Heidi,Garcia,25.0,Inactive,2020-08-31,118646.95,Average,False,Finance,Florida,0,0,1,3,1829
546,EMP1546,Alice,Jones,25.0,Active,2023-02-15,88436.92,Excellent,False,Finance,Florida,1,0,3,3,931
547,EMP1547,Eva,Brown,34.0,Pending,2023-10-07,81934.55,Poor,False,Sales,New York,2,0,0,5,697
548,EMP1548,Alice,Johnson,30.0,Pending,2024-04-20,93383.06,Average,False,Finance,California,2,0,1,3,501
549,EMP1549,Frank,Davis,40.0,Pending,2021-03-30,50153.79,Good,True,Cloud Tech,Texas,2,1,2,1,1618
550,EMP1550,Eva,Smith,35.0,Pending,2020-08-05,53204.47,Good,False,Sales,California,2,0,2,5,1855
551,EMP1551,Charlie,Brown,40.0,Pending,2021-02-05,63128.04,Poor,False,Cloud Tech,California,2,0,0,1,1671
552,EMP1552,Grace,Jones,30.0,Pending,2021-11-23,57543.6,Good,True,Finance,New York,2,1,2,3,1380
553,EMP1553,Bob,Brown,40.0,Pending,2022-10-29,59424.52,Good,False,Finance,Nevada,2,0,2,3,1040
554,EMP1554,Alice,Smith,37.0,Inactive,2022-11-07,104675.7,Poor,True,Finance,Illinois,0,1,0,3,1031
555,EMP1555,Charlie,Garcia,30.0,Pending,2023-05-14,92431.25,Average,False,Cloud Tech,Florida,2,0,1,1,843
556,EMP1556,Grace,Garcia,40.0,Active,2021-07-14,77850.9,Average,True,Sales,Nevada,1,1,1,5,1512
557,EMP1557,Eva,Miller,40.0,Inactive,2023-05-18,99001.0,Good,True,Admin,New York,0,1,2,0,839
558,EMP1558,Eva,Garcia,36.0,Pending,2023-02-07,94280.83,Good,True,HR,Nevada,2,1,2,4,939
559,EMP1559,Eva,Miller,35.0,Pending,2023-08-24,118262.56,Average,True,DevOps,New York,2,1,1,2,741
560,EMP1560,Frank,Brown,25.0,Inactive,2023-04-08,89944.67,Poor,False,HR,Illinois,0,0,0,4,879
561,EMP1561,Grace,Williams,36.0,Active,2022-12-06,57452.93,Good,True,HR,Florida,1,1,2,4,1002
562,EMP1562,Alice,Davis,25.0,Active,2021-08-09,97837.32,Excellent,False,Admin,California,1,0,3,0,1486
563,EMP1563,Alice,Davis,35.0,Active,2022-01-04,106981.84,Poor,True,Admin,Illinois,1,1,0,0,1338
564,EMP1564,David,Brown,33.0,Pending,2024-05-25,105778.36,Good,True,Finance,New York,2,1,2,3,466
565,EMP1565,Alice,Johnson,40.0,Pending,2021-10-02,117608.32,Good,True,Finance,Florida,2,1,2,3,1432
566,EMP1566,Eva,Johnson,30.0,Active,2023-07-21,99324.03,Excellent,False,Sales,Florida,1,0,3,5,775
567,EMP1567,David,Garcia,30.0,Active,2023-10-30,55212.83,Excellent,True,HR,Florida,1,1,3,4,674
568,EMP1568,Bob,Davis,40.0,Inactive,2023-02-13,68496.77,Average,False,Cloud Tech,Florida,0,0,1,1,933
569,EMP1569,Eva,Davis,25.0,Pending,2020-11-13,52795.84,Poor,False,HR,Florida,2,0,0,4,1755
570,EMP1570,Alice,Miller,29.0,Inactive,2024-06-05,90087.39,Poor,False,DevOps,California,0,0,0,2,455
571,EMP1571,Frank,Williams,34.0,Pending,2020-05-19,105038.08,Average,False,Admin,New York,2,0,1,0,1933
572,EMP1572,Grace,Smith,25.0,Active,2023-09-20,73231.85,Poor,False,HR,New York,1,0,0,4,714
573,EMP1573,David,Johnson,35.0,Pending,2024-08-13,102649.36,Poor,False,Sales,Florida,2,0,0,5,386
574,EMP1574,Bob,Davis,35.0,Pending,2023-06-10,114302.51,Poor,False,Finance,New York,2,0,0,3,816
575,EMP1575,Alice,Miller,35.0,Inactive,2021-06-09,87816.61,Poor,False,Finance,Texas,0,0,0,3,1547
576,EMP1576,Frank,Jones,38.0,Inactive,2020-03-30,70750.38,Poor,False,Sales,Florida,0,0,0,5,1983
577,EMP1577,Frank,Miller,30.0,Active,2024-05-02,93294.48000000001,Excellent,True,Cloud Tech,Texas,1,1,3,1,489
578,EMP1578,Bob,Johnson,30.0,Active,2024-11-06,97978.36,Poor,True,DevOps,Nevada,1,1,0,2,301
579,EMP1579,David,Johnson,33.0,Inactive,2023-08-17,107172.8,Excellent,True,DevOps,Nevada,0,1,3,2,748
580,EMP1580,Charlie,Miller,25.0,Inactive,2020-03-18,56126.46,Poor,True,Finance,Nevada,0,1,0,3,1995
581,EMP1581,Eva,Smith,31.0,Active,2021-06-13,78534.29,Average,True,Cloud Tech,Illinois,1,1,1,1,1543
582,EMP1582,Grace,Brown,40.0,Inactive,2023-10-10,84071.824,Good,False,HR,Texas,0,0,2,4,694
583,EMP1583,Bob,Johnson,28.0,Active,2022-01-02,114963.34,Excellent,False,Cloud Tech,Nevada,1,0,3,1,1340
584,EMP1584,Eva,Miller,29.0,Inactive,2022-02-20,77657.93,Poor,False,Cloud Tech,California,0,0,0,1,1291
585,EMP1585,Heidi,Davis,30.0,Active,2024-03-09,77369.48,Average,False,Sales,New York,1,0,1,5,543
586,EMP1586,Eva,Miller,30.0,Pending,2023-08-19,76119.14,Good,False,HR,Nevada,2,0,2,4,746
587,EMP1587,Charlie,Williams,25.0,Pending,2023-05-06,77585.72,Excellent,False,Cloud Tech,Texas,2,0,3,1,851
588,EMP1588,Bob,Brown,35.0,Pending,2024-01-26,74069.62,Good,False,Admin,Nevada,2,0,2,0,586
589,EMP1589,Charlie,Jones,30.0,Pending,2024-09-05,67691.92,Average,True,Admin,New York,2,1,1,0,363
590,EMP1590,Alice,Smith,37.0,Pending,2020-05-29,70345.69,Excellent,True,Finance,Nevada,2,1,3,3,1923
591,EMP1591,Bob,Garcia,30.0,Inactive,2021-11-08,74999.69,Good,True,DevOps,Illinois,0,1,2,2,1395
592,EMP1592,David,Jones,25.0,Active,2021-01-31,72245.02,Poor,True,HR,Illinois,1,1,0,4,1676
593,EMP1593,Eva,Brown,29.0,Pending,2022-01-16,106538.98,Excellent,False,Admin,Illinois,2,0,3,0,1326
594,EMP1594,Charlie,Brown,25.0,Active,2023-12-29,101787.14,Good,False,HR,New York,1,0,2,4,614
595,EMP1595,Frank,Brown,30.0,Inactive,2024-12-02,83596.78,Average,False,DevOps,Nevada,0,0,1,2,275
596,EMP1596,Eva,Jones,40.0,Active,2023-08-15,92463.94,Average,True,Sales,Texas,1,1,1,5,750
597,EMP1597,Charlie,Davis,31.0,Pending,2024-12-20,93863.32,Excellent,False,Admin,California,2,0,3,0,257
598,EMP1598,Alice,Brown,34.0,Pending,2023-03-31,78359.41,Good,False,DevOps,Texas,2,0,2,2,887
599,EMP1599,Alice,Miller,36.0,Pending,2022-08-24,95773.57,Excellent,False,HR,Illinois,2,0,3,4,1106
600,EMP1600,Grace,Jones,30.0,Inactive,2020-10-01,82529.08,Excellent,True,Sales,Nevada,0,1,3,5,1798
601,EMP1601,Grace,Garcia,35.0,Pending,2021-05-04,109358.73,Good,False,Sales,Texas,2,0,2,5,1583
602,EMP1602,Charlie,Brown,33.0,Active,2021-01-01,89645.01,Good,True,Admin,Florida,1,1,2,0,1706
603,EMP1603,Charlie,Miller,40.0,Active,2024-04-08,84134.95,Poor,True,HR,Texas,1,1,0,4,513
604,EMP1604,Frank,Davis,30.0,Active,2022-11-26,113540.83,Good,True,Cloud Tech,Nevada,1,1,2,1,1012
605,EMP1605,Heidi,Williams,40.0,Pending,2021-10-25,57225.75,Average,True,Cloud Tech,Texas,2,1,1,1,1409
606,EMP1606,Eva,Davis,35.0,Pending,2020-12-22,76366.17,Excellent,False,Sales,Illinois,2,0,3,5,1716
607,EMP1607,Bob,Garcia,36.0,Active,2022-11-23,78408.95,Excellent,True,HR,Florida,1,1,3,4,1015
608,EMP1608,Frank,Brown,40.0,Active,2022-10-24,111742.4,Average,True,Finance,Illinois,1,1,1,3,1045
609,EMP1609,David,Garcia,25.0,Inactive,2021-03-09,60516.83,Good,False,Sales,Nevada,0,0,2,5,1639
610,EMP1610,Bob,Jones,30.0,Pending,2020-08-20,83706.17,Average,False,Finance,California,2,0,1,3,1840
611,EMP1611,David,Johnson,33.0,Inactive,2020-02-15,67056.92,Average,True,Admin,Nevada,0,1,1,0,2027
612,EMP1612,Charlie,Brown,30.0,Active,2024-12-29,90058.85,Poor,False,DevOps,Illinois,1,0,0,2,248
613,EMP1613,Eva,Johnson,30.0,Pending,2023-02-28,94633.59,Average,True,Sales,Florida,2,1,1,5,918
614,EMP1614,Eva,Miller,25.0,Pending,2022-08-23,110711.17,Excellent,True,Admin,Florida,2,1,3,0,1107
615,EMP1615,Grace,Williams,29.0,Active,2023-06-30,96175.41,Average,True,Admin,Illinois,1,1,1,0,796
616,EMP1616,Frank,Smith,40.0,Active,2021-04-15,76474.79,Excellent,True,Sales,Illinois,1,1,3,5,1602
617,EMP1617,Alice,Garcia,30.0,Pending,2022-05-09,107855.99,Excellent,False,Sales,Illinois,2,0,3,5,1213
618,EMP1618,Charlie,Davis,40.0,Active,2024-12-02,104870.78,Excellent,True,Sales,Illinois,1,1,3,5,275
619,EMP1619,Bob,Williams,25.0,Active,2023-05-20,77887.098,Good,False,Finance,Nevada,1,0,2,3,837
620,EMP1620,Grace,Brown,33.0,Active,2023-11-29,87087.16,Poor,False,Finance,California,1,0,0,3,644
621,EMP1621,Heidi,Johnson,40.0,Pending,2024-04-08,108603.34,Excellent,False,HR,Illinois,2,0,3,4,513
622,EMP1622,Grace,Davis,30.0,Active,2024-10-25,55867.23,Excellent,False,HR,Florida,1,0,3,4,313
623,EMP1623,Grace,Johnson,35.0,Pending,2024-03-02,105259.57,Good,True,Admin,Texas,2,1,2,0,550
624,EMP1624,Bob,Jones,35.0,Pending,2021-02-24,98143.67,Excellent,False,Cloud Tech,Florida,2,0,3,1,1652
625,EMP1625,Frank,Johnson,25.0,Pending,2023-04-13,67754.29,Average,True,Admin,Florida,2,1,1,0,874
626,EMP1626,Grace,Jones,34.0,Inactive,2023-10-25,77821.79,Average,False,HR,Illinois,0,0,1,4,679
627,EMP1627,Heidi,Miller,30.0,Pending,2022-09-17,67764.44,Poor,False,HR,Illinois,2,0,0,4,1082
628,EMP1628,Frank,Davis,40.0,Pending,2020-08-31,102346.99,Excellent,True,DevOps,New York,2,1,3,2,1829
629,EMP1629,Charlie,Davis,25.0,Inactive,2024-05-28,73690.65,Good,True,Admin,Illinois,0,1,2,0,463
630,EMP1630,Alice,Smith,30.0,Active,2024-07-05,56376.2,Average,True,Finance,Nevada,1,1,1,3,425
631,EMP1631,Grace,Brown,25.0,Active,2022-01-29,55602.78,Good,False,Cloud Tech,California,1,0,2,1,1313
632,EMP1632,Grace,Jones,40.0,Pending,2021-08-09,99812.41,Good,False,Sales,Nevada,2,0,2,5,1486
633,EMP1633,Charlie,Smith,40.0,Active,2024-10-07,95981.9,Average,True,Finance,Texas,1,1,1,3,331
634,EMP1634,Eva,Johnson,30.0,Pending,2022-11-22,98891.48,Good,True,Cloud Tech,Illinois,2,1,2,1,1016
635,EMP1635,Alice,Johnson,35.0,Active,2020-11-18,56079.0,Average,True,Admin,Nevada,1,1,1,0,1750
636,EMP1636,Grace,Smith,35.0,Inactive,2023-04-15,86453.26999999999,Good,True,DevOps,Florida,0,1,2,2,872
637,EMP1637,Bob,Davis,25.0,Pending,2024-08-26,89137.97,Average,False,Sales,California,2,0,1,5,373
638,EMP1638,Frank,Johnson,35.0,Active,2022-07-20,115079.97,Excellent,True,Admin,Illinois,1,1,3,0,1141
639,EMP1639,Eva,Garcia,30.0,Active,2023-02-18,55067.02,Poor,True,Finance,Illinois,1,1,0,3,928
640,EMP1640,Bob,Miller,34.0,Pending,2021-05-27,98593.43,Average,True,HR,Illinois,2,1,1,4,1560
641,EMP1641,Heidi,Miller,30.0,Pending,2022-08-01,112756.67,Average,True,HR,Florida,2,1,1,4,1129
642,EMP1642,Heidi,Garcia,25.0,Inactive,2023-07-21,105205.92,Poor,False,HR,Texas,0,0,0,4,775
643,EMP1643,David,Smith,35.0,Pending,2023-01-02,50680.62,Average,True,Finance,California,2,1,1,3,975
644,EMP1644,David,Garcia,35.0,Pending,2024-03-13,107475.23,Average,False,Cloud Tech,Florida,2,0,1,1,539
645,EMP1645,Charlie,Jones,40.0,Active,2023-03-20,68835.3,Good,True,HR,California,1,1,2,4,898
646,EMP1646,David,Jones,40.0,Active,2024-02-15,66943.96,Poor,True,DevOps,New York,1,1,0,2,566
647,EMP1647,David,Smith,30.0,Inactive,2020-11-15,104525.69,Excellent,False,Admin,Illinois,0,0,3,0,1753
648,EMP1648,Bob,Garcia,40.0,Pending,2020-03-27,109360.74,Average,True,Sales,Texas,2,1,1,5,1986
649,EMP1649,Frank,Jones,40.0,Inactive,2021-01-09,118907.63,Poor,False,Sales,California,0,0,0,5,1698
650,EMP1650,Eva,Davis,40.0,Active,2020-04-20,86801.48,Good,False,Admin,Illinois,1,0,2,0,1962
651,EMP1651,Alice,Garcia,35.0,Pending,2024-05-08,62236.03,Excellent,True,HR,Florida,2,1,3,4,483
652,EMP1652,Heidi,Davis,35.0,Active,2023-10-12,64752.67,Poor,False,DevOps,Texas,1,0,0,2,692
653,EMP1653,Frank,Jones,35.0,Active,2023-01-28,68399.43,Excellent,False,Sales,California,1,0,3,5,949
654,EMP1654,Frank,Miller,35.0,Inactive,2021-03-07,79336.51,Excellent,False,Admin,Florida,0,0,3,0,1641
655,EMP1655,Frank,Jones,40.0,Active,2023-03-16,59179.74,Excellent,False,HR,Florida,1,0,3,4,902
656,EMP1656,David,Davis,25.0,Active,2023-02-11,80255.31,Average,False,DevOps,California,1,0,1,2,935
657,EMP1657,Charlie,Williams,30.0,Active,2022-05-13,84971.85,Average,False,Finance,Texas,1,0,1,3,1209
658,EMP1658,Frank,Brown,40.0,Pending,2024-10-24,89748.42,Good,False,HR,California,2,0,2,4,314
659,EMP1659,Charlie,Johnson,25.0,Inactive,2024-09-14,94090.35,Good,False,Admin,California,0,0,2,0,354
660,EMP1660,Frank,Garcia,35.0,Pending,2023-02-15,115229.12,Poor,True,HR,California,2,1,0,4,931
661,EMP1661,Alice,Williams,40.0,Pending,2023-05-25,63927.07,Good,True,Cloud Tech,California,2,1,2,1,832
662,EMP1662,Charlie,Jones,35.0,Pending,2022-11-11,84124.56,Excellent,False,HR,California,2,0,3,4,1027
663,EMP1663,Bob,Miller,40.0,Inactive,2023-07-17,116961.61,Excellent,True,Sales,California,0,1,3,5,779
664,EMP1664,Frank,Smith,40.0,Pending,2022-04-08,109423.05,Average,False,DevOps,Illinois,2,0,1,2,1244
665,EMP1665,Charlie,Jones,35.0,Inactive,2023-08-30,70394.94,Excellent,False,Admin,California,0,0,3,0,735
666,EMP1666,Grace,Miller,35.0,Pending,2023-04-17,86465.5,Poor,True,Finance,California,2,1,0,3,870
667,EMP1667,Charlie,Brown,30.0,Pending,2021-04-25,96341.58,Excellent,False,Cloud Tech,New York,2,0,3,1,1592
668,EMP1668,Bob,Jones,30.0,Active,2020-07-14,54465.47,Excellent,False,Admin,Florida,1,0,3,0,1877
669,EMP1669,Alice,Davis,25.0,Active,2020-07-31,68371.66,Poor,False,Finance,Illinois,1,0,0,3,1860
670,EMP1670,Grace,Smith,35.0,Pending,2021-08-04,81021.23,Good,False,Admin,New York,2,0,2,0,1491
671,EMP1671,Charlie,Miller,25.0,Inactive,2024-10-28,114069.07,Good,True,Cloud Tech,Nevada,0,1,2,1,310
672,EMP1672,Heidi,Miller,36.0,Inactive,2020-10-03,117867.96,Poor,False,HR,Illinois,0,0,0,4,1796
673,EMP1673,Charlie,Miller,35.0,Pending,2024-03-13,94509.58,Average,False,Sales,Florida,2,0,1,5,539
674,EMP1674,Eva,Brown,35.0,Active,2024-07-06,56268.78,Excellent,False,Finance,Illinois,1,0,3,3,424
675,EMP1675,Grace,Jones,35.0,Active,2020-01-01,86632.14,Poor,True,Admin,California,1,1,0,0,2072
676,EMP1676,Charlie,Brown,35.0,Pending,2020-01-18,98143.9,Excellent,False,HR,Florida,2,0,3,4,2055
677,EMP1677,Heidi,Garcia,35.0,Inactive,2023-05-07,77699.774,Average,True,Cloud Tech,Florida,0,1,1,1,850
678,EMP1678,Frank,Johnson,30.0,Inactive,2022-03-19,67492.73,Excellent,True,Finance,Illinois,0,1,3,3,1264
679,EMP1679,Grace,Johnson,40.0,Active,2022-05-14,93772.61,Poor,False,Admin,California,1,0,0,0,1208
680,EMP1680,Eva,Garcia,35.0,Pending,2024-07-14,68817.54,Excellent,False,DevOps,Nevada,2,0,3,2,416
681,EMP1681,Bob,Jones,30.0,Active,2023-07-28,81874.01,Good,True,Admin,California,1,1,2,0,768
